"","VP","SessionDuration","Count.TasksPerSession","Count.InteractionsPerSession","Count.TouchesPerSession","Count.ButtonTouchedPerSession","Count.CorrectButtonTouchedPerSession","Count.MissedButtonPerSession","MeanPerSession.Count.TouchesPerInteraction","MeanPerSession.Count.TouchesPerTask","MeanPerSession.Count.ButtonTouchedPerInteraction","MeanPerSession.Count.ButtonTouchedPerTask","MeanPerSession.Count.CorrectButtonTouchedPerInteraction","MeanPerSession.Count.CorrectButtonTouchedPerTask","MeanPerSession.Count.MissedButtonPerInteraction","MeanPerSession.Count.MissedButtonPerTask","MeanPerSession.touch.duration","touch.duration.mean","swipe_length.mean","swipe_speed.mean","time_between_touches.mean","difference.touch_buttonCenter_x.mean","difference.touch_buttonCenter_y.mean","touchAccuracy.mean","touchAccuracy_x.mean","touchAccuracy_y.mean","touch.duration.sd","swipe_length.sd","swipe_speed.sd","time_between_touches.sd","difference.touch_buttonCenter_x.sd","difference.touch_buttonCenter_y.sd","touchAccuracy.sd","touchAccuracy_x.sd","touchAccuracy_y.sd","touch.duration.median","swipe_length.median","swipe_speed.median","time_between_touches.median","difference.touch_buttonCenter_x.median","difference.touch_buttonCenter_y.median","touchAccuracy.median","touchAccuracy_x.median","touchAccuracy_y.median","touch.duration.mad","swipe_length.mad","swipe_speed.mad","time_between_touches.mad","difference.touch_buttonCenter_x.mad","difference.touch_buttonCenter_y.mad","touchAccuracy.mad","touchAccuracy_x.mad","touchAccuracy_y.mad","touch.duration.min","swipe_length.min","swipe_speed.min","time_between_touches.min","difference.touch_buttonCenter_x.min","difference.touch_buttonCenter_y.min","touchAccuracy.min","touchAccuracy_x.min","touchAccuracy_y.min","touch.duration.max","swipe_length.max","swipe_speed.max","time_between_touches.max","difference.touch_buttonCenter_x.max","difference.touch_buttonCenter_y.max","touchAccuracy.max","touchAccuracy_x.max","touchAccuracy_y.max","touch.duration.range","swipe_length.range","swipe_speed.range","time_between_touches.range","difference.touch_buttonCenter_x.range","difference.touch_buttonCenter_y.range","touchAccuracy.range","touchAccuracy_x.range","touchAccuracy_y.range","touch.duration.skew","swipe_length.skew","swipe_speed.skew","time_between_touches.skew","difference.touch_buttonCenter_x.skew","difference.touch_buttonCenter_y.skew","touchAccuracy.skew","touchAccuracy_x.skew","touchAccuracy_y.skew","touch.duration.kurtosis","swipe_length.kurtosis","swipe_speed.kurtosis","time_between_touches.kurtosis","difference.touch_buttonCenter_x.kurtosis","difference.touch_buttonCenter_y.kurtosis","touchAccuracy.kurtosis","touchAccuracy_x.kurtosis","touchAccuracy_y.kurtosis","touch.duration.se","swipe_length.se","swipe_speed.se","time_between_touches.se","difference.touch_buttonCenter_x.se","difference.touch_buttonCenter_y.se","touchAccuracy.se","touchAccuracy_x.se","touchAccuracy_y.se","Age","neuro","extra","open","agree","con","source","Gender","Handedness","Condition"
"187",616,58.6760001182556,0.852137158279876,0.886222644611071,0.988479103604656,0.886222644611071,0.886222644611071,0.102256458993585,1.20689655172414,1.27586206896552,1,1.06896551724138,1,1.06896551724138,0.206896551724138,0.206896551724138,0.227526321745755,0.227526321745755,408.89398030571,1737.41930431627,0.774280698675858,12.9210526315789,-4.57894736842105,-0.056655925528106,0.369172932330827,-0.130827067669173,0.0701547231411072,176.961185896389,483.431838382744,0.98224775499939,13.1035673556329,13.2428516680038,0.21697003193007,0.374387638732369,0.378367190514395,0.223000049591064,417.748728304468,1835.96846494474,0.457000017166138,12.5,-1.5,0.000612244897959184,0.357142857142857,-0.0428571428571429,0.0845080840587616,212.877768850625,401.657491196417,0.151225197172165,14.0847,14.0847,0.0916791428571428,0.40242,0.40242,0.0850000381469727,55.0817574156816,648.020384654891,0.236000061035156,-18,-38,-0.996734693877551,-0.514285714285714,-1.08571428571429,0.430999994277954,760.818638047202,2678.93737304506,4.01399993896484,39.5,19,0.467551020408163,1.12857142857143,0.542857142857143,0.345999956130981,705.736880631521,2030.91698839017,3.77799987792969,57.5,57,1.46428571428571,1.64285714285714,1.62857142857143,0.154399117398055,-0.171363326136875,-0.311232032935142,2.45131599128412,0.0115265546252333,-0.265505261542364,-1.3403931815064,0.0115265546252332,-0.265505261542364,-0.249554040958429,-0.997306768148645,-0.513867620441023,4.32801455070543,-0.560890578618498,-0.467915595510468,4.86628395469275,-0.560890578618499,-0.467915595510469,0.00929222008013362,23.4390816664369,64.0321112373383,0.130101893415119,1.7356098955517,1.75405855340839,0.0287383827804814,0.0495888541586201,0.050115958668811,31,15,28,29,29,34,2,2,2,"5"
"188",616,57.3220000267029,0.75014828477668,0.78503890267327,0.88971075636304,0.78503890267327,0.75014828477668,0.104671853689769,1.27450980392157,1.3921568627451,1,1.09803921568627,0.941176470588235,1,0.274509803921569,0.294117647058824,0.223900017738342,0.223900017738342,407.973364269582,1794.53225943728,0.890159978866577,8.08,8.76,-0.312244897959183,0.230857142857143,0.250285714285714,0.0862831820044153,183.26423447947,544.621779566822,1.07968251079062,52.8765755783973,59.4789655839674,12.0250340954426,1.51075930223992,1.69939901668478,0.205999970436096,422.283935114221,1820.19864399126,0.405499935150146,8.75,-0.75,0.0118367346938776,0.25,-0.0214285714285714,0.0563389583587646,199.64294647904,476.054222930193,0.194220485472679,12.6021,14.826,0.0978818571428571,0.36006,0.4236,0.0740001201629639,54.8862460002504,676.216981601659,0.198999881744385,-284.5,-48,-66.8865306122449,-8.12857142857143,-1.37142857142857,0.525000095367432,812.856690936354,2734.53888007446,3.69400000572205,216,290,51.134693877551,6.17142857142857,8.28571428571429,0.450999975204468,757.970444936104,2058.3218984728,3.49500012397766,500.5,338,118.021224489796,14.3,9.65714285714286,1.12100498387176,-0.0153418931533896,-0.380231052027725,1.64095480949534,-2.16801002609008,4.14033639710692,-1.82758479029546,-2.16801002609008,4.14033639710692,1.8145436717039,-0.672999745378246,-0.605912062563963,0.935463829953378,20.5400360539286,16.7430885048041,22.4900523394425,20.5400360539287,16.7430885048041,0.012202284619535,25.917476589879,77.021150702717,0.152690164981714,7.47787703148154,8.41159598047692,1.70059663057738,0.213653629470901,0.240331313727912,31,15,28,29,29,34,2,2,2,"3"
"189",616,59.4219999313354,0.25243175957277,0.286089327515806,0.706808926803755,0.269260543544288,0.269260543544288,0.437548383259467,6.90476190476191,7.04761904761905,0.976190476190476,1.0952380952381,0.976190476190476,1.0952380952381,5.92857142857143,5.95238095238095,0.821658512441123,0.821658512441123,327.660115188898,378.479917128336,0.563756122821715,17.8292682926829,-9.90243902439024,-67.619945799458,2.37723577235772,-1.32032520325203,0.217840018014667,198.080795099521,152.828814473179,0.713824169911715,56.5921383405082,66.6446002606546,433.138204728216,7.54561844540109,8.88594670142061,0.775000095367432,279.322394376104,371.694119075474,0.320000171661377,8,1,-0.0488888888888889,1.06666666666667,0.133333333333333,0.209047001552582,166.42622305802,162.70329632144,0.148260212087631,8.8956,6.6717,0.665522666666667,1.18608,0.88956,0.546000003814697,79.6821811950451,120.730561867663,0.171999931335449,-4.5,-424.5,-2773.4,-0.6,-56.6,1.41700005531311,804.906361013503,695.686681836416,4.47300004959106,367.5,9.5,3.28,49,1.26666666666667,0.871000051498413,725.224179818458,574.956119968753,4.30100011825562,372,434,2776.68,49.6,57.8666666666667,0.935900209071067,0.884270988315141,0.304699374299875,4.16849950315141,5.74116175786817,-5.86512824360964,-5.94213210518017,5.74116175786817,-5.86512824360964,0.182738171807462,-0.419029744993201,-0.803732005200936,19.3334403207555,32.5530101574095,33.5328276025685,34.1438520332625,32.5530101574095,33.5328276025685,0.0340208951032323,30.9350229285783,23.8678508812523,0.111480605942124,8.83820713795758,10.4081379322688,67.6448228500828,1.17842761839434,1.38775172430251,31,15,28,29,29,34,2,2,2,"6"
"190",616,58.9800000190735,0.0678195998424287,0.0678195998424287,0.712105798345501,0.0678195998424287,0.0678195998424287,0.644286198503072,15,15,1,1,1,1,14,14,0.839658539469649,0.839658539469649,136.094216364887,151.257949384339,0.514292676274369,-26.8658536585366,-51.4268292682927,39.6691006097561,-1.90406504065041,-4.36239837398374,0.268180702579399,90.0537596595944,57.4914028786714,0.539348922618139,74.0157098518824,92.0692375997278,77.7859882094793,6.39191061082483,7.64168078014673,0.76800012588501,115.959044494166,146.949311660591,0.276000022888184,9.5,-6,0.0347222222222222,1,-0.791666666666667,0.102299408483505,46.9936836460344,45.2113833169451,0.0978515773773193,13.3434,10.3782,1.63291916666667,1.2355,1.371405,0.315999984741211,10.0498756211209,22.3827904934041,0.171999931335449,-160,-433,-84.1944444444445,-13.3333333333333,-36.0833333333333,1.8730001449585,467.713854830066,297.958902845455,2.22900009155273,37,7.5,181.098958333333,4.93333333333333,1,1.55700016021729,457.663979208945,275.576112352051,2.05700016021729,197,440.5,265.293402777778,18.2666666666667,37.0833333333333,1.38663874814397,1.87673704324757,0.280700629664076,2.04721177282835,-1.11679921561271,-2.03154404823352,1.03127710221804,-1.08271882056247,-2.0309232963015,3.69132044014249,3.98291887246117,0.458512639507309,3.18575616721634,-0.708209498521891,4.74971779112215,-0.671593859432833,-0.727896831365135,4.79129445695181,0.0418827891877541,14.0640344182513,8.97864866381554,0.0842321502158415,11.559311846424,14.3787991901654,12.1481304008971,0.998248725748212,1.19343003458737,31,15,28,29,29,34,2,2,2,"2"
"191",616,58.1310000419617,0.756911114005242,0.756911114005242,0.877328791233349,0.756911114005242,0.756911114005242,0.120417677228107,1.31372549019608,1.31372549019608,1,1,1,1,0.313725490196078,0.313725490196078,0.275560021400452,0.275560021400452,420.374392641497,1487.43061050871,0.84219997882843,-15.77,-1.24,-0.949559183673469,-0.450571428571429,-0.0354285714285714,0.0955741259556516,195.183756985858,439.709915874996,1.04723348053486,103.057602775321,23.8798523223821,6.00058387673223,2.94450293643775,0.682281494925202,0.283499956130981,434.091380279409,1488.4706283596,0.429999947547913,-1.25,-5,0.00571428571428571,-0.0357142857142857,-0.142857142857143,0.103781901025772,231.90287198568,454.464025386721,0.174947021985054,15.19665,17.42055,0.128441571428571,0.43419,0.49773,0.0959999561309814,70.0446286306095,433.31206394189,0.0190000534057617,-663,-38,-38.9681632653061,-18.9428571428571,-1.08571428571429,0.523000001907349,771.520738541745,2180.03688705725,4.16199994087219,115,73.5,6.61836734693877,3.28571428571429,2.1,0.427000045776367,701.476109911136,1746.72482311536,4.14299988746643,778,111.5,45.5865306122449,22.2285714285714,3.18571428571429,0.322910614127795,-0.0881231823314112,-0.438115135851136,2.09459831603533,-5.16613971591564,1.509994307255,-5.33482072511781,-5.16613971591564,1.509994307255,-0.315497412028304,-1.16433776948022,-0.508336696336793,2.98198441722876,28.8077191636675,2.77971675807639,29.9965338716409,28.8077191636675,2.77971675807639,0.0135162225138437,27.6031516284335,62.1843726540351,0.148101179114357,14.5745459550519,3.37712110217793,0.848610710063204,0.416415598715767,0.096489174347941,31,15,28,29,29,34,2,2,2,"9"
"192",616,59.4069998264313,0.151497298740808,0.185163365127654,0.673321327736925,0.185163365127654,0.168330331934231,0.488157962609271,9.65,10.6,1,1.3,0.95,1.2,8.65,9.3,0.83302562053387,0.83302562053387,294.742261977282,342.819225251451,0.556717964319082,-17.1666666666667,-2.57692307692308,9.41732193732194,-2.28888888888889,-0.343589743589744,0.258168488859882,182.222136067644,158.650530854997,0.517743171971881,66.275673608653,10.7608809446278,58.782918381822,8.83675648115373,1.43478412595037,0.741999864578247,221.262852734028,299.09660433134,0.389999866485596,-7.5,0,0,-1,0,0.155672674798965,124.207023738805,130.60413690705,0.194220308732986,9.6369,5.1891,0.606218666666667,1.28492,0.69188,0.521999835968018,59.8080262172227,105.110765581325,0.184000015258789,-417,-49.5,-5.67111111111111,-55.6,-6.6,1.58699989318848,779.832353778682,671.883003443381,3.08899998664856,14.5,14.5,366.96,1.93333333333333,1.93333333333333,1.06500005722046,720.02432756146,566.772237862056,2.90499997138977,431.5,64,372.631111111111,57.5333333333333,8.53333333333333,1.28550896422999,0.974193625023097,0.621420302398905,3.30875132595827,-5.6178416564509,-2.03746319039934,5.76548381283413,-5.6178416564509,-2.03746319039934,0.872761027167813,-0.151914293617218,-0.791214547614366,12.5706248689279,30.9693113128552,6.94138042590584,32.0955384157198,30.9693113128552,6.94138042590584,0.0413400434917822,29.1788942309313,25.4044166060077,0.0829052582730471,10.6126012571421,1.72311999897959,9.41280019575628,1.41501350095229,0.229749333197279,31,15,28,29,29,34,2,2,2,"12"
"193",616,59.0590000152588,0.761949914295426,0.812746575248455,0.948204337789864,0.812746575248455,0.778882134613102,0.135457762541409,1.35714285714286,1.64285714285714,1,1.17857142857143,0.964285714285714,1.07142857142857,0.357142857142857,0.464285714285714,0.262254519896074,0.262254519896074,413.534775903918,1530.85128578324,0.787218210913918,-6.76363636363636,7.83636363636364,-2.61156215213358,-0.193246753246753,0.223896103896104,0.0971457874536498,189.317164875716,565.915258893722,1.00368938368915,70.4473703308504,71.3818017155747,13.6153940402963,2.01278200945287,2.03948004901642,0.257999897003174,427.585371592621,1551.63424164058,0.443000078201294,11,-1,-0.00551020408163265,0.314285714285714,-0.0285714285714286,0.0785777604103088,205.601358316903,473.927519244812,0.191255323648453,12.6021,18.5325,0.186686571428571,0.36006,0.5295,0.00399994850158691,0,0,0.062999963760376,-340.5,-125,-89.8208163265306,-9.72857142857143,-3.57142857142857,0.523000001907349,728.186960882986,2555.04119853348,4.58899998664856,33.5,363,10.3061224489796,0.957142857142857,10.3714285714286,0.519000053405762,728.186960882986,2555.04119853348,4.52600002288818,374,488,100.12693877551,10.6857142857143,13.9428571428571,0.117625072040655,-0.326990365283622,-0.590852697287118,2.41674631392459,-3.92463614403601,3.73505115540315,-5.20583929283639,-3.924636144036,3.73505115540315,0.439789481523645,-0.85717385238899,0.107440040093705,4.64694003186908,15.2030197546365,15.6349988746462,28.7578287147797,15.2030197546365,15.6349988746462,0.0130991353080268,25.5275213042278,76.3079979423995,0.135337448887808,9.49912147759129,9.62512017980377,1.83589935787012,0.271403470788323,0.275003433708679,31,15,28,29,29,34,2,2,2,"1"
"194",616,59.808000087738,0.150481540710223,0.150481540710223,0.819288388311217,0.133761369520199,0.133761369520199,0.685527018791018,7.93877551020408,7.93877551020408,0.877551020408163,0.877551020408163,0.877551020408163,0.877551020408163,7.06122448979592,7.06122448979592,0.680375004808108,0.680375004808108,258.301823217846,390.850165319625,0.501062497496605,-28.5104166666667,-42.125,111.110555555556,-3.80138888888889,-5.61666666666667,0.176776748145146,106.496535741496,179.536374519759,0.60605320197534,85.0525175420941,91.2859372544618,376.052109822452,11.3403356722792,12.1714583005949,0.644999980926514,235.289894376971,359.996865755961,0.354000091552734,-12.25,-2,0.173333333333333,-1.63333333333333,-0.266666666666667,0.116383971333504,110.124635988083,127.880588666013,0.137882057332993,10.74885,9.6369,2.14153333333333,1.43318,1.28492,0.17300009727478,31.0161248385416,40.228429222256,0.148999929428101,-249.5,-272.5,-369.6,-33.2666666666667,-36.3333333333333,1.13299989700317,507.456402068197,1276.81823204764,3.97699999809265,148.5,26,1208.68888888889,19.8,3.46666666666667,0.959999799728394,476.440277229656,1236.58980282538,3.82800006866455,398,298.5,1578.28888888889,53.0666666666667,39.8,0.434769094269694,0.282700562976149,2.47284221602122,4.47509530561013,-1.13676012395077,-1.7568710144282,1.97218370697391,-1.13676012395077,-1.7568710144282,1.05737686401011,-0.637775268295389,10.2391419135631,21.2234586196611,1.90314279326961,1.40297828807265,2.69962942338477,1.90314279326961,1.40297828807265,0.0255155257820166,15.3714508945288,25.9138435395781,0.0874762448259243,12.2762734745459,13.1759901117727,54.2784467088299,1.63683646327278,1.75679868156969,31,15,28,29,29,34,2,2,2,"8"
"195",616,59.4930000305176,0.235321802444297,0.268939202793482,0.874052409078817,0.252130502618889,0.252130502618889,0.621921906459927,8.19230769230769,8.53846153846154,0.653846153846154,0.826923076923077,0.653846153846154,0.826923076923077,7.53846153846154,7.71153846153846,0.609117620131549,0.609117620131549,272.980326735859,425.764458101611,0.494215717502669,-14.7575757575758,10.4393939393939,-97.3337373737374,-1.96767676767677,1.39191919191919,0.227039244677845,178.21539226309,209.655724269968,0.569552899050863,74.7297340015298,74.1195990418271,558.257166878151,9.9639645335373,9.88261320557694,0.539999961853027,209.693228312218,383.156312251342,0.330000162124634,-2,-3,-0.0444444444444444,-0.266666666666667,-0.4,0.13639921131134,170.454443598703,221.092791011013,0.14825950512886,10.3782,8.8956,0.665522666666667,1.38376,1.18608,0.120000123977661,23.5849528301415,101.354187141801,0.0190000534057617,-428.5,-17,-3207.08444444444,-57.1333333333333,-2.26666666666667,1.17199993133545,642.025311027533,908.52617820008,3.75600004196167,20,421,3.73777777777778,2.66666666666667,56.1333333333333,1.05199980735779,618.440358197391,807.17199105828,3.73699998855591,448.5,438,3210.82222222222,59.8,58.4,0.913645619572352,0.536679157005539,0.602644191394987,3.93220987555306,-5.13135702536904,5.13948571196508,-5.23281289501769,-5.13135702536904,5.13948571196508,0.310003390673544,-1.05401623895726,-0.445101216696823,18.6537039359527,25.4765154614985,25.5305282504941,26.1785970377567,25.4765154614985,25.5305282504941,0.0317918532615148,24.9551464453245,29.3576735197704,0.0797533581341339,13.0087769251791,12.9025660615774,97.1800990306173,1.73450359002388,1.72034214154366,31,15,28,29,29,34,2,2,2,"10"
"196",616,59.6329998970032,0.838461926892139,0.939077358119196,0.989385073732724,0.939077358119196,0.90553888104351,0.0503077156135283,1.10169491525424,1.3728813559322,1,1.25423728813559,0.966101694915254,1.16949152542373,0.101694915254237,0.11864406779661,0.252534484041148,0.252534484041148,390.106570914442,1462.29321198334,0.747500000328853,5.28448275862069,-6.6551724137931,0.367536945812808,0.150985221674877,-0.190147783251232,0.0962763176689686,204.869677150758,413.826018828883,0.924111099122867,40.6612139070446,18.2276556067181,2.28820701591917,1.1617489687727,0.520790160191945,0.249499917030334,386.227758980093,1511.58247428585,0.414499998092651,0.75,-8.75,0.0238775510204082,0.0214285714285714,-0.25,0.102299231743813,215.434438541494,471.005296342457,0.140105796146393,20.7564,14.826,0.132526285714286,0.59304,0.4236,0.0830001831054688,83.5014969925689,716.560315349946,0.0869998931884766,-34.5,-38,-0.480816326530612,-0.985714285714286,-1.08571428571429,0.466000080108643,806.512554149035,2434.80433206644,4.27800011634827,262,80.5,17.2171428571429,7.48571428571429,2.3,0.382999897003174,723.011057156466,1718.2440167165,4.19100022315979,296.5,118.5,17.6979591836735,8.47142857142857,3.38571428571429,0.126978616407364,0.153802159606149,0.089946919937629,2.40268302493339,4.50680497675142,1.88658282822986,6.89270422776881,4.50680497675142,1.88658282822986,-0.597461245899498,-0.974306287684522,-0.867745572847899,4.5585573510793,25.135309851471,6.94923150651255,47.7107892603901,25.135309851471,6.94923150651255,0.0126416998419817,26.9007065077891,54.338018356961,0.121341731991901,5.33907895388016,2.39340843711367,0.300456300904937,0.152545112968005,0.0683830982032477,31,15,28,29,29,34,2,2,2,"7"
"197",617,58.1079998016357,0.499070697649167,0.533489366452558,0.585117369657644,0.533489366452558,0.516280032050862,0.0516280032050862,1.35294117647059,1.52941176470588,1,1.17647058823529,0.970588235294118,1.08823529411765,0.352941176470588,0.352941176470588,0.373818166328199,0.373818166328199,395.95311972848,1051.57025175789,1.29421213178924,30.1060606060606,33.1212121212121,8.15157699443414,0.86017316017316,0.946320346320346,0.140898332187697,184.125122220798,406.414198753837,1.36217728631724,92.1148024864691,101.407672779158,26.1417380852906,2.6318514996134,2.89736207940452,0.367999792098999,417.447601502272,1160.24517692113,0.782000064849854,3,3,0.00244897959183673,0.0857142857142857,0.0857142857142857,0.0904384077072144,184.992646009023,342.5467575587,0.355824367618561,9.6369,8.1543,0.0290468571428571,0.27534,0.23298,0.0569999217987061,0,0,0.240000009536743,-23,-19.5,-0.0881632653061225,-0.657142857142857,-0.557142857142857,0.95199990272522,897.180305178396,1565.83177982243,5.09500002861023,320,355.5,92.3428571428571,9.14285714285714,10.1571428571429,0.894999980926514,897.180305178396,1565.83177982243,4.85500001907349,343,375,92.4310204081632,9.8,10.7142857142857,1.69503706781125,0.104734582110426,-0.93625847753941,1.94082839994882,2.67601067784897,2.68270476952974,2.72123678854266,2.67601067784897,2.68270476952974,6.63569891124432,0.239124348119365,-0.111511476074657,2.31733610056592,5.42582616234818,5.45966806698194,5.58518798392916,5.42582616234819,5.45966806698193,0.0245272513953015,32.052069678753,70.7476310661811,0.237124628998198,16.0351288956666,17.6528099733183,4.55069248849517,0.458146539876189,0.504365999237666,24,18,23,32,21,42,2,2,2,"5"
"198",617,59.2200000286102,0.236406619271131,0.287065180543516,0.607902735268621,0.287065180543516,0.270178993452721,0.320837554725106,4,7.33333333333333,1,1.88888888888889,0.861111111111111,1.47222222222222,3,5.44444444444444,0.685971457617623,0.685971457617623,228.555192509141,306.021215305171,0.901028544562203,-36.5285714285714,-29.0428571428571,160.277587301587,-4.87047619047619,-3.87238095238095,0.332112249100869,180.749590285015,179.454729213698,1.07998049444868,110.791599733141,74.2587261092011,452.919872407476,14.7722132977522,9.90116348122681,0.617999792098999,179.805450417945,327.228872577797,0.526999950408936,2,-4,0.0444444444444444,0.266666666666667,-0.533333333333333,0.305415379428863,183.975968688021,205.379303313185,0.336550197172165,8.1543,6.6717,0.619397333333333,1.08724,0.88956,0.0529999732971191,0,0,0.0780000686645508,-348.5,-235,-1.93333333333333,-46.4666666666667,-31.3333333333333,1.41300010681152,601.722735152994,652.634984635507,4.80100011825562,15,9.5,1419.88,2,1.26666666666667,1.3600001335144,601.722735152994,652.634984635507,4.72300004959106,363.5,244.5,1421.81333333333,48.4666666666667,32.6,0.365523118210443,0.541475509890992,-0.066667579444958,2.49957239800633,-2.30757212276926,-2.29888487949834,2.3221048856149,-2.30757212276926,-2.29888487949834,-0.785000909124515,-1.00934731361361,-1.04981453188316,5.96877493396124,3.46401184198507,3.43370034641098,3.49571857825788,3.46401184198507,3.43370034641097,0.0561372160750113,30.5522570539633,30.3333855852221,0.182550021981422,18.7271983805286,12.5520156643822,76.557431443255,2.49695978407048,1.67360208858429,24,18,23,32,21,42,2,2,2,"4"
"199",617,58.8039999008179,0.221073396740469,0.323107272159147,0.646214544318294,0.323107272159147,0.289095980352921,0.323107272159147,2.42105263157895,4.05263157894737,1,1.84210526315789,0.947368421052632,1.52631578947368,1.42105263157895,2.21052631578947,0.682378382296176,0.682378382296176,231.125880470063,301.880731412728,0.828108104499611,105.013513513514,-12.0810810810811,-176.729009009009,14.0018018018018,-1.61081081081081,0.35613774334369,186.480756599316,137.530582265402,0.928012751446467,276.503101411341,35.3210500491786,545.471943332513,36.8670801881787,4.70947333989047,0.496999979019165,162.322210433446,292.585322111701,0.488000154495239,-0.5,-1.5,-0.0622222222222222,-0.0666666666666667,-0.2,0.133433872747421,135.587642364152,167.495197944058,0.342480520820618,8.8956,5.9304,0.500789333333333,1.18608,0.79072,0.0539999008178711,0,0,0.0299999713897705,-17.5,-129.5,-2023.65333333333,-2.33333333333333,-17.2666666666667,1.59000015258789,703.302566467662,601.570093693468,4.85199999809265,879,17,2.41777777777778,117.2,2.26666666666667,1.53600025177002,703.302566467662,601.570093693468,4.82200002670288,896.5,146.5,2026.07111111111,119.533333333333,19.5333333333333,0.813331531881884,1.01294962684836,0.10923329146028,2.56364542428855,2.1353455707091,-2.70363422639374,-2.86682587406786,2.1353455707091,-2.70363422639374,-0.365230191999705,-0.0251722164760171,-0.624419922610151,7.51566614398164,2.78589872999547,5.95625027636095,6.56091520631408,2.78589872999547,5.95625027636096,0.0585486843469179,30.6572475368643,22.6098884479482,0.152564356544257,45.4568298588149,5.8067448586468,89.6750350873504,6.06091064784199,0.774232647819573,24,18,23,32,21,42,2,2,2,"12"
"200",617,56.289999961853,0.604014923130953,0.604014923130953,0.621780067928922,0.604014923130953,0.604014923130953,0.0177651447979692,1.05714285714286,1.05714285714286,1,1,1,1,0.0571428571428571,0.0571428571428571,0.367499996634091,0.367499996634091,382.51735395577,1032.0144383568,1.1747941199471,-1.76470588235294,-3.89705882352941,0.00358943577430973,-0.0504201680672269,-0.111344537815126,0.0959665764263342,145.159746212004,288.237850047836,1.04010507220349,17.1950641676341,9.79005324819511,0.151230245147705,0.491287547646689,0.279715807091289,0.374500036239624,393.479456709774,996.425278796322,0.68149995803833,2,-4.5,0.00438775510204082,0.0571428571428571,-0.128571428571429,0.0978515773773193,158.771158393206,241.501636772604,0.252041936373711,16.3086,11.1195,0.0918304285714286,0.46596,0.3177,0.175000190734863,73.2205572226817,180.346244960072,0.230000019073486,-62,-23,-0.506122448979592,-1.77142857142857,-0.657142857142857,0.626999855041504,645.044378318267,1593.55421076947,4.15400004386902,31.5,18.5,0.413061224489796,0.9,0.528571428571429,0.451999664306641,571.823821095586,1413.20796580939,3.92400002479553,93.5,41.5,0.919183673469388,2.67142857142857,1.18571428571429,0.208395893971899,-0.327677388558162,-0.389701011286513,1.64035407383346,-0.987813647522779,0.0047899021966516,-0.472488294274083,-0.987813647522779,0.0047899021966517,-0.0843044409330234,-0.832772270759914,0.565965574372897,1.34691120215496,2.33760542244657,-0.516606364546265,2.96571523050227,2.33760542244657,-0.516606364546265,0.0164581320780868,24.8946910950044,49.4323834677225,0.178376548282446,2.9489291761839,1.67898028053528,0.0259357730735862,0.0842551193195401,0.047970865158151,24,18,23,32,21,42,2,2,2,"9"
"201",617,56.1640000343323,0.658784986421594,0.67658998605461,0.67658998605461,0.67658998605461,0.658784986421594,0,1,1.05263157894737,1,1.05263157894737,0.973684210526316,1,0,0,0.356135117041098,0.356135117041098,444.788951862352,1258.66376717165,1.07683785541638,3.75675675675676,-1.56756756756757,-0.0246828461114175,0.107335907335907,-0.0447876447876448,0.126991701588468,175.912416429317,381.465985992293,1.10534572263184,10.681384131608,8.75290599534597,0.103708558905738,0.305182403760228,0.250083028438456,0.322999954223633,445.394207416307,1335.01847598036,0.568000078201294,4,-1,-0.00530612244897959,0.114285714285714,-0.0285714285714286,0.10971257815361,181.049868123817,275.616730654294,0.182359661436081,12.6021,9.6369,0.0556731428571429,0.36006,0.27534,0.159000158309937,107.630153767427,420.95266662596,0.333000183105469,-14,-24,-0.323265306122449,-0.4,-0.685714285714286,0.773000001907349,821.237633088012,2104.04101729524,3.90599989891052,26.5,15,0.226530612244898,0.757142857142857,0.428571428571429,0.613999843597412,713.607479320585,1683.08835066928,3.57299971580505,40.5,39,0.549795918367347,1.15714285714286,1.11428571428571,1.12918287001466,-0.157983729028581,0.000871413465415053,1.64107245507823,0.103592045324017,-0.289138194321515,-0.956306055975777,0.103592045324017,-0.289138194321515,1.38816369017419,-0.724382586502126,-0.0294892178218147,0.944609614571159,-1.03702522732476,-0.529612494828151,1.90739297549731,-1.03702522732476,-0.529612494828152,0.0208773071373283,28.919823115418,62.7126217885727,0.181717717422983,1.75600873425587,1.43896888161387,0.0170495820590013,0.0501716781215962,0.0411133966175391,24,18,23,32,21,42,2,2,2,"7"
